2024-06-05 17:13:45,073 INFO    StreamThr :482021 [internal.py:wandb_internal():88] W&B internal server running at pid: 482021, started at: 2024-06-05 17:13:45.073521
2024-06-05 17:13:45,074 DEBUG   HandlerThread:482021 [handler.py:handle_request():139] handle_request: status
2024-06-05 17:13:45,075 DEBUG   SenderThread:482021 [sender.py:send_request():317] send_request: status
2024-06-05 17:13:45,079 INFO    WriterThread:482021 [datastore.py:open_for_write():75] open: /home/tbertrand/Bureau/dynamic-off-the-grid/wandb/offline-run-20240605_171345-27et7pkj/run-27et7pkj.wandb
2024-06-05 17:13:45,083 DEBUG   HandlerThread:482021 [handler.py:handle_request():139] handle_request: run_start
2024-06-05 17:13:45,084 DEBUG   HandlerThread:482021 [system_info.py:__init__():31] System info init
2024-06-05 17:13:45,084 DEBUG   HandlerThread:482021 [system_info.py:__init__():46] System info init done
2024-06-05 17:13:45,084 INFO    HandlerThread:482021 [system_monitor.py:start():150] Starting system monitor
2024-06-05 17:13:45,085 INFO    SystemMonitor:482021 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-06-05 17:13:45,085 INFO    HandlerThread:482021 [system_monitor.py:probe():168] Collecting system info
2024-06-05 17:13:45,085 INFO    SystemMonitor:482021 [interfaces.py:start():168] Started cpu
2024-06-05 17:13:45,085 INFO    SystemMonitor:482021 [interfaces.py:start():168] Started disk
2024-06-05 17:13:45,086 INFO    SystemMonitor:482021 [interfaces.py:start():168] Started gpu
2024-06-05 17:13:45,086 INFO    SystemMonitor:482021 [interfaces.py:start():168] Started memory
2024-06-05 17:13:45,086 INFO    SystemMonitor:482021 [interfaces.py:start():168] Started network
2024-06-05 17:13:45,142 DEBUG   HandlerThread:482021 [system_info.py:probe():195] Probing system
2024-06-05 17:13:45,143 DEBUG   HandlerThread:482021 [system_info.py:_probe_git():180] Probing git
2024-06-05 17:13:45,163 DEBUG   HandlerThread:482021 [system_info.py:_probe_git():188] Probing git done
2024-06-05 17:13:45,164 DEBUG   HandlerThread:482021 [system_info.py:probe():241] Probing system done
2024-06-05 17:13:45,164 DEBUG   HandlerThread:482021 [system_monitor.py:probe():177] {'os': 'Linux-5.15.0-107-generic-x86_64-with-glibc2.31', 'python': '3.10.13', 'heartbeatAt': '2024-06-05T15:13:45.143030', 'startedAt': '2024-06-05T15:13:45.068726', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '/home/tbertrand/Bureau/dynamic-off-the-grid/unraveled_frank_wolfe_3_spikes.py', 'codePath': 'unraveled_frank_wolfe_3_spikes.py', 'git': {'remote': 'https://gitlab.inria.fr/blaville/dynamic-off-the-grid.git', 'commit': '6d00ccd3ccc89bdd18e75630ce6e44cff5ffccb4'}, 'email': 'tbertrand@ceremade.dauphine.fr', 'root': '/home/tbertrand/Bureau/dynamic-off-the-grid', 'host': 'P7550BERTRAND', 'username': 'tbertrand', 'executable': '/home/tbertrand/anaconda3/envs/fmicnn-condav2/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.6548124999999994, 'min': 800.0, 'max': 5300.0}, 'cpu_freq_per_core': [{'current': 3.881, 'min': 800.0, 'max': 5300.0}, {'current': 4.065, 'min': 800.0, 'max': 5300.0}, {'current': 4.016, 'min': 800.0, 'max': 5300.0}, {'current': 4.068, 'min': 800.0, 'max': 5300.0}, {'current': 4.089, 'min': 800.0, 'max': 5300.0}, {'current': 4.311, 'min': 800.0, 'max': 5300.0}, {'current': 3.878, 'min': 800.0, 'max': 5300.0}, {'current': 4.327, 'min': 800.0, 'max': 5300.0}, {'current': 4.094, 'min': 800.0, 'max': 5300.0}, {'current': 4.181, 'min': 800.0, 'max': 5300.0}, {'current': 4.084, 'min': 800.0, 'max': 5300.0}, {'current': 4.088, 'min': 800.0, 'max': 5300.0}, {'current': 4.299, 'min': 800.0, 'max': 5300.0}, {'current': 4.31, 'min': 800.0, 'max': 5300.0}, {'current': 4.116, 'min': 800.0, 'max': 5300.0}, {'current': 4.389, 'min': 800.0, 'max': 5300.0}], 'disk': {'total': 1831.3967514038086, 'used': 681.723445892334}, 'gpu': 'Quadro T2000', 'gpu_count': 1, 'gpu_devices': [{'name': 'Quadro T2000', 'memory_total': 4066574336}], 'memory': {'total': 31.047691345214844}}
2024-06-05 17:13:45,164 INFO    HandlerThread:482021 [system_monitor.py:probe():178] Finished collecting system info
2024-06-05 17:13:45,164 INFO    HandlerThread:482021 [system_monitor.py:probe():181] Publishing system info
2024-06-05 17:13:45,164 DEBUG   HandlerThread:482021 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-06-05 17:13:45,164 DEBUG   HandlerThread:482021 [system_info.py:_save_pip():67] Saving pip packages done
2024-06-05 17:13:45,164 DEBUG   HandlerThread:482021 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-06-05 17:13:51,733 DEBUG   HandlerThread:482021 [system_info.py:_save_conda():86] Saving conda packages done
2024-06-05 17:13:51,733 INFO    HandlerThread:482021 [system_monitor.py:probe():183] Finished publishing system info
2024-06-05 17:14:45,087 DEBUG   SystemMonitor:482021 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2024-06-05 17:17:32,583 DEBUG   HandlerThread:482021 [handler.py:handle_request():139] handle_request: partial_history
2024-06-05 17:17:32,584 DEBUG   HandlerThread:482021 [handler.py:handle_request():139] handle_request: partial_history
2024-06-05 17:17:32,585 DEBUG   SenderThread:482021 [sender.py:send():303] send: exit
2024-06-05 17:17:32,585 INFO    SenderThread:482021 [sender.py:send_exit():442] handling exit code: 0
2024-06-05 17:17:32,585 INFO    SenderThread:482021 [sender.py:send_exit():444] handling runtime: 227
2024-06-05 17:17:32,585 INFO    SenderThread:482021 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2024-06-05 17:17:32,585 INFO    SenderThread:482021 [sender.py:send_exit():450] send defer
2024-06-05 17:17:32,585 DEBUG   HandlerThread:482021 [handler.py:handle_request():139] handle_request: defer
2024-06-05 17:17:32,585 INFO    HandlerThread:482021 [handler.py:handle_request_defer():162] handle defer: 0
2024-06-05 17:17:32,586 DEBUG   SenderThread:482021 [sender.py:send_request():317] send_request: defer
2024-06-05 17:17:32,586 INFO    SenderThread:482021 [sender.py:send_request_defer():459] handle sender defer: 0
2024-06-05 17:17:32,586 INFO    SenderThread:482021 [sender.py:transition_state():463] send defer: 1
2024-06-05 17:17:32,586 DEBUG   HandlerThread:482021 [handler.py:handle_request():139] handle_request: defer
2024-06-05 17:17:32,586 INFO    HandlerThread:482021 [handler.py:handle_request_defer():162] handle defer: 1
2024-06-05 17:17:32,586 INFO    HandlerThread:482021 [system_monitor.py:finish():160] Stopping system monitor
2024-06-05 17:17:32,586 DEBUG   SystemMonitor:482021 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2024-06-05 17:17:32,587 DEBUG   SystemMonitor:482021 [system_monitor.py:_start():141] Publishing last batch of metrics
2024-06-05 17:17:32,587 INFO    HandlerThread:482021 [interfaces.py:finish():173] Joined cpu
2024-06-05 17:17:32,587 INFO    HandlerThread:482021 [interfaces.py:finish():173] Joined disk
2024-06-05 17:17:32,623 INFO    HandlerThread:482021 [interfaces.py:finish():173] Joined gpu
2024-06-05 17:17:32,623 INFO    HandlerThread:482021 [interfaces.py:finish():173] Joined memory
2024-06-05 17:17:32,623 INFO    HandlerThread:482021 [interfaces.py:finish():173] Joined network
2024-06-05 17:17:32,624 DEBUG   SenderThread:482021 [sender.py:send_request():317] send_request: defer
2024-06-05 17:17:32,624 INFO    SenderThread:482021 [sender.py:send_request_defer():459] handle sender defer: 1
