2024-06-07 15:07:19,852 INFO    StreamThr :1751234 [internal.py:wandb_internal():88] W&B internal server running at pid: 1751234, started at: 2024-06-07 15:07:19.851967
2024-06-07 15:07:19,853 DEBUG   HandlerThread:1751234 [handler.py:handle_request():139] handle_request: status
2024-06-07 15:07:19,854 DEBUG   SenderThread:1751234 [sender.py:send_request():317] send_request: status
2024-06-07 15:07:19,856 INFO    WriterThread:1751234 [datastore.py:open_for_write():75] open: /home/tbertrand/Bureau/dynamic-off-the-grid/wandb/offline-run-20240607_150719-1dllngow/run-1dllngow.wandb
2024-06-07 15:07:19,864 DEBUG   HandlerThread:1751234 [handler.py:handle_request():139] handle_request: run_start
2024-06-07 15:07:19,866 DEBUG   HandlerThread:1751234 [system_info.py:__init__():31] System info init
2024-06-07 15:07:19,866 DEBUG   HandlerThread:1751234 [system_info.py:__init__():46] System info init done
2024-06-07 15:07:19,866 INFO    HandlerThread:1751234 [system_monitor.py:start():150] Starting system monitor
2024-06-07 15:07:19,866 INFO    SystemMonitor:1751234 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-06-07 15:07:19,866 INFO    HandlerThread:1751234 [system_monitor.py:probe():168] Collecting system info
2024-06-07 15:07:19,866 INFO    SystemMonitor:1751234 [interfaces.py:start():168] Started cpu
2024-06-07 15:07:19,867 INFO    SystemMonitor:1751234 [interfaces.py:start():168] Started disk
2024-06-07 15:07:19,867 INFO    SystemMonitor:1751234 [interfaces.py:start():168] Started gpu
2024-06-07 15:07:19,867 INFO    SystemMonitor:1751234 [interfaces.py:start():168] Started memory
2024-06-07 15:07:19,867 INFO    SystemMonitor:1751234 [interfaces.py:start():168] Started network
2024-06-07 15:07:19,913 DEBUG   HandlerThread:1751234 [system_info.py:probe():195] Probing system
2024-06-07 15:07:19,914 DEBUG   HandlerThread:1751234 [system_info.py:_probe_git():180] Probing git
2024-06-07 15:07:19,917 DEBUG   HandlerThread:1751234 [system_info.py:_probe_git():188] Probing git done
2024-06-07 15:07:19,917 DEBUG   HandlerThread:1751234 [system_info.py:probe():241] Probing system done
2024-06-07 15:07:19,917 DEBUG   HandlerThread:1751234 [system_monitor.py:probe():177] {'os': 'Linux-5.15.0-107-generic-x86_64-with-glibc2.31', 'python': '3.10.13', 'heartbeatAt': '2024-06-07T13:07:19.913381', 'startedAt': '2024-06-07T13:07:19.842426', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '/home/tbertrand/Bureau/dynamic-off-the-grid/unraveled_frank_wolfe_3_spikes.py', 'codePath': 'unraveled_frank_wolfe_3_spikes.py', 'git': {'remote': 'https://gitlab.inria.fr/blaville/dynamic-off-the-grid.git', 'commit': '6d00ccd3ccc89bdd18e75630ce6e44cff5ffccb4'}, 'email': 'tbertrand@ceremade.dauphine.fr', 'root': '/home/tbertrand/Bureau/dynamic-off-the-grid', 'host': 'P7550BERTRAND', 'username': 'tbertrand', 'executable': '/home/tbertrand/anaconda3/envs/fmicnn-condav2/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.5176249999999993, 'min': 800.0, 'max': 5300.0}, 'cpu_freq_per_core': [{'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 4.271, 'min': 800.0, 'max': 5300.0}, {'current': 4.705, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}], 'disk': {'total': 1831.3967514038086, 'used': 681.9156532287598}, 'gpu': 'Quadro T2000', 'gpu_count': 1, 'gpu_devices': [{'name': 'Quadro T2000', 'memory_total': 4066574336}], 'memory': {'total': 31.047698974609375}}
2024-06-07 15:07:19,917 INFO    HandlerThread:1751234 [system_monitor.py:probe():178] Finished collecting system info
2024-06-07 15:07:19,917 INFO    HandlerThread:1751234 [system_monitor.py:probe():181] Publishing system info
2024-06-07 15:07:19,917 DEBUG   HandlerThread:1751234 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
