2024-06-10 15:00:14,411 INFO    StreamThr :558328 [internal.py:wandb_internal():88] W&B internal server running at pid: 558328, started at: 2024-06-10 15:00:14.410766
2024-06-10 15:00:14,412 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: status
2024-06-10 15:00:14,413 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: status
2024-06-10 15:00:14,414 INFO    WriterThread:558328 [datastore.py:open_for_write():75] open: /home/tbertrand/Bureau/dynamic-off-the-grid/wandb/offline-run-20240610_150014-1pxl8vzj/run-1pxl8vzj.wandb
2024-06-10 15:00:14,422 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: run_start
2024-06-10 15:00:14,424 DEBUG   HandlerThread:558328 [system_info.py:__init__():31] System info init
2024-06-10 15:00:14,424 DEBUG   HandlerThread:558328 [system_info.py:__init__():46] System info init done
2024-06-10 15:00:14,424 INFO    HandlerThread:558328 [system_monitor.py:start():150] Starting system monitor
2024-06-10 15:00:14,424 INFO    SystemMonitor:558328 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-06-10 15:00:14,424 INFO    HandlerThread:558328 [system_monitor.py:probe():168] Collecting system info
2024-06-10 15:00:14,424 INFO    SystemMonitor:558328 [interfaces.py:start():168] Started cpu
2024-06-10 15:00:14,425 INFO    SystemMonitor:558328 [interfaces.py:start():168] Started disk
2024-06-10 15:00:14,425 INFO    SystemMonitor:558328 [interfaces.py:start():168] Started gpu
2024-06-10 15:00:14,426 INFO    SystemMonitor:558328 [interfaces.py:start():168] Started memory
2024-06-10 15:00:14,426 INFO    SystemMonitor:558328 [interfaces.py:start():168] Started network
2024-06-10 15:00:14,455 DEBUG   HandlerThread:558328 [system_info.py:probe():195] Probing system
2024-06-10 15:00:14,456 DEBUG   HandlerThread:558328 [system_info.py:_probe_git():180] Probing git
2024-06-10 15:00:14,461 DEBUG   HandlerThread:558328 [system_info.py:_probe_git():188] Probing git done
2024-06-10 15:00:14,461 DEBUG   HandlerThread:558328 [system_info.py:probe():241] Probing system done
2024-06-10 15:00:14,461 DEBUG   HandlerThread:558328 [system_monitor.py:probe():177] {'os': 'Linux-5.15.0-107-generic-x86_64-with-glibc2.31', 'python': '3.10.13', 'heartbeatAt': '2024-06-10T13:00:14.455757', 'startedAt': '2024-06-10T13:00:14.403736', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '/home/tbertrand/Bureau/dynamic-off-the-grid/unraveled_frank_wolfe_3_spikes.py', 'codePath': 'unraveled_frank_wolfe_3_spikes.py', 'git': {'remote': 'https://gitlab.inria.fr/blaville/dynamic-off-the-grid.git', 'commit': '6d00ccd3ccc89bdd18e75630ce6e44cff5ffccb4'}, 'email': 'tbertrand@ceremade.dauphine.fr', 'root': '/home/tbertrand/Bureau/dynamic-off-the-grid', 'host': 'P7550BERTRAND', 'username': 'tbertrand', 'executable': '/home/tbertrand/anaconda3/envs/fmicnn-condav2/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.6398749999999995, 'min': 800.0, 'max': 5300.0}, 'cpu_freq_per_core': [{'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 4.309, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 4.329, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}, {'current': 2.4, 'min': 800.0, 'max': 5300.0}], 'disk': {'total': 1831.3967514038086, 'used': 681.8595237731934}, 'gpu': 'Quadro T2000', 'gpu_count': 1, 'gpu_devices': [{'name': 'Quadro T2000', 'memory_total': 4066574336}], 'memory': {'total': 31.04769515991211}}
2024-06-10 15:00:14,461 INFO    HandlerThread:558328 [system_monitor.py:probe():178] Finished collecting system info
2024-06-10 15:00:14,461 INFO    HandlerThread:558328 [system_monitor.py:probe():181] Publishing system info
2024-06-10 15:00:14,461 DEBUG   HandlerThread:558328 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-06-10 15:00:14,461 DEBUG   HandlerThread:558328 [system_info.py:_save_pip():67] Saving pip packages done
2024-06-10 15:00:14,461 DEBUG   HandlerThread:558328 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-06-10 15:00:21,031 DEBUG   HandlerThread:558328 [system_info.py:_save_conda():86] Saving conda packages done
2024-06-10 15:00:21,031 INFO    HandlerThread:558328 [system_monitor.py:probe():183] Finished publishing system info
2024-06-10 15:01:14,426 DEBUG   SystemMonitor:558328 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2024-06-10 15:01:38,168 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: partial_history
2024-06-10 15:01:38,168 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: partial_history
2024-06-10 15:01:38,169 DEBUG   SenderThread:558328 [sender.py:send():303] send: exit
2024-06-10 15:01:38,169 INFO    SenderThread:558328 [sender.py:send_exit():442] handling exit code: 0
2024-06-10 15:01:38,169 INFO    SenderThread:558328 [sender.py:send_exit():444] handling runtime: 83
2024-06-10 15:01:38,169 INFO    SenderThread:558328 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2024-06-10 15:01:38,169 INFO    SenderThread:558328 [sender.py:send_exit():450] send defer
2024-06-10 15:01:38,170 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
2024-06-10 15:01:38,170 INFO    HandlerThread:558328 [handler.py:handle_request_defer():162] handle defer: 0
2024-06-10 15:01:38,170 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: defer
2024-06-10 15:01:38,170 INFO    SenderThread:558328 [sender.py:send_request_defer():459] handle sender defer: 0
2024-06-10 15:01:38,170 INFO    SenderThread:558328 [sender.py:transition_state():463] send defer: 1
2024-06-10 15:01:38,170 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
2024-06-10 15:01:38,170 INFO    HandlerThread:558328 [handler.py:handle_request_defer():162] handle defer: 1
2024-06-10 15:01:38,170 INFO    HandlerThread:558328 [system_monitor.py:finish():160] Stopping system monitor
2024-06-10 15:01:38,170 DEBUG   SystemMonitor:558328 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2024-06-10 15:01:38,170 DEBUG   SystemMonitor:558328 [system_monitor.py:_start():141] Publishing last batch of metrics
2024-06-10 15:01:38,171 INFO    HandlerThread:558328 [interfaces.py:finish():173] Joined cpu
2024-06-10 15:01:38,171 INFO    HandlerThread:558328 [interfaces.py:finish():173] Joined disk
2024-06-10 15:01:38,207 INFO    HandlerThread:558328 [interfaces.py:finish():173] Joined gpu
2024-06-10 15:01:38,207 INFO    HandlerThread:558328 [interfaces.py:finish():173] Joined memory
2024-06-10 15:01:38,207 INFO    HandlerThread:558328 [interfaces.py:finish():173] Joined network
2024-06-10 15:01:38,207 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: defer
2024-06-10 15:01:38,207 INFO    SenderThread:558328 [sender.py:send_request_defer():459] handle sender defer: 1
2024-06-10 15:01:38,207 INFO    SenderThread:558328 [sender.py:transition_state():463] send defer: 2
2024-06-10 15:01:38,207 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
2024-06-10 15:01:38,207 INFO    HandlerThread:558328 [handler.py:handle_request_defer():162] handle defer: 2
2024-06-10 15:01:38,208 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: defer
2024-06-10 15:01:38,208 INFO    SenderThread:558328 [sender.py:send_request_defer():459] handle sender defer: 2
2024-06-10 15:01:38,208 INFO    SenderThread:558328 [sender.py:transition_state():463] send defer: 3
2024-06-10 15:01:38,208 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
2024-06-10 15:01:38,208 INFO    HandlerThread:558328 [handler.py:handle_request_defer():162] handle defer: 3
2024-06-10 15:01:38,208 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: defer
2024-06-10 15:01:38,208 INFO    SenderThread:558328 [sender.py:send_request_defer():459] handle sender defer: 3
2024-06-10 15:01:38,208 INFO    SenderThread:558328 [sender.py:transition_state():463] send defer: 4
2024-06-10 15:01:38,208 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
2024-06-10 15:01:38,208 INFO    HandlerThread:558328 [handler.py:handle_request_defer():162] handle defer: 4
2024-06-10 15:01:38,208 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: defer
2024-06-10 15:01:38,208 INFO    SenderThread:558328 [sender.py:send_request_defer():459] handle sender defer: 4
2024-06-10 15:01:38,208 INFO    SenderThread:558328 [sender.py:transition_state():463] send defer: 5
2024-06-10 15:01:38,209 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
2024-06-10 15:01:38,209 INFO    HandlerThread:558328 [handler.py:handle_request_defer():162] handle defer: 5
2024-06-10 15:01:38,209 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: defer
2024-06-10 15:01:38,209 INFO    SenderThread:558328 [sender.py:send_request_defer():459] handle sender defer: 5
2024-06-10 15:01:38,209 INFO    SenderThread:558328 [sender.py:transition_state():463] send defer: 6
2024-06-10 15:01:38,209 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
2024-06-10 15:01:38,209 INFO    HandlerThread:558328 [handler.py:handle_request_defer():162] handle defer: 6
2024-06-10 15:01:38,209 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: defer
2024-06-10 15:01:38,209 INFO    SenderThread:558328 [sender.py:send_request_defer():459] handle sender defer: 6
2024-06-10 15:01:38,209 INFO    SenderThread:558328 [sender.py:transition_state():463] send defer: 7
2024-06-10 15:01:38,209 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
2024-06-10 15:01:38,209 INFO    HandlerThread:558328 [handler.py:handle_request_defer():162] handle defer: 7
2024-06-10 15:01:38,209 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: defer
2024-06-10 15:01:38,209 INFO    SenderThread:558328 [sender.py:send_request_defer():459] handle sender defer: 7
2024-06-10 15:01:38,209 INFO    SenderThread:558328 [sender.py:transition_state():463] send defer: 8
2024-06-10 15:01:38,210 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
2024-06-10 15:01:38,210 INFO    HandlerThread:558328 [handler.py:handle_request_defer():162] handle defer: 8
2024-06-10 15:01:38,210 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: defer
2024-06-10 15:01:38,210 INFO    SenderThread:558328 [sender.py:send_request_defer():459] handle sender defer: 8
2024-06-10 15:01:38,210 INFO    SenderThread:558328 [sender.py:transition_state():463] send defer: 9
2024-06-10 15:01:38,210 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
2024-06-10 15:01:38,210 INFO    HandlerThread:558328 [handler.py:handle_request_defer():162] handle defer: 9
2024-06-10 15:01:38,210 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: defer
2024-06-10 15:01:38,210 INFO    SenderThread:558328 [sender.py:send_request_defer():459] handle sender defer: 9
2024-06-10 15:01:38,210 INFO    SenderThread:558328 [sender.py:transition_state():463] send defer: 10
2024-06-10 15:01:38,210 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
2024-06-10 15:01:38,210 INFO    HandlerThread:558328 [handler.py:handle_request_defer():162] handle defer: 10
2024-06-10 15:01:38,210 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: defer
2024-06-10 15:01:38,210 INFO    SenderThread:558328 [sender.py:send_request_defer():459] handle sender defer: 10
2024-06-10 15:01:38,210 INFO    SenderThread:558328 [sender.py:transition_state():463] send defer: 11
2024-06-10 15:01:38,210 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
2024-06-10 15:01:38,210 INFO    HandlerThread:558328 [handler.py:handle_request_defer():162] handle defer: 11
2024-06-10 15:01:38,210 DEBUG   SenderThread:558328 [sender.py:send_request():317] send_request: defer
2024-06-10 15:01:38,210 INFO    SenderThread:558328 [sender.py:send_request_defer():459] handle sender defer: 11
2024-06-10 15:01:38,210 INFO    SenderThread:558328 [sender.py:transition_state():463] send defer: 12
2024-06-10 15:01:38,211 DEBUG   SenderThread:558328 [sender.py:send():303] send: final
2024-06-10 15:01:38,211 DEBUG   HandlerThread:558328 [handler.py:handle_request():139] handle_request: defer
